"","X.1","X","Data.As.Of","Start.Date","End.Date","Group","State","Sex","Age.Group","COVID.19.Deaths","COVID.19.Deaths_factor","Total.Deaths","Pneumonia.Deaths","Pneumonia.and.COVID.19.Deaths","Influenza.Deaths"
"3903",3903,7292,"11/24/2021","1/1/2020","12/31/2020","By Year","Tennessee","Female","75-84 years",1032,4,10324,1162,493,27
"3904",3904,7293,"11/24/2021","1/1/2020","12/31/2020","By Year","Tennessee","Female","85 years and over",1167,4,13095,1151,498,19
"3908",3908,7317,"11/24/2021","1/1/2021","11/20/2021","By Year","Tennessee","Male","18-29 years",51,1,1277,39,31,0
"3910",3910,7319,"11/24/2021","1/1/2021","11/20/2021","By Year","Tennessee","Male","30-39 years",190,2,1888,144,112,0
"3912",3912,7321,"11/24/2021","1/1/2021","11/20/2021","By Year","Tennessee","Male","40-49 years",425,2,2784,304,249,NA
"3914",3914,7323,"11/24/2021","1/1/2021","11/20/2021","By Year","Tennessee","Male","50-64 years",1718,4,9790,1446,1030,NA
"3916",3916,7325,"11/24/2021","1/1/2021","11/20/2021","By Year","Tennessee","Male","65-74 years",1752,4,10383,1614,1030,NA
"3917",3917,7326,"11/24/2021","1/1/2021","11/20/2021","By Year","Tennessee","Male","75-84 years",1660,4,9882,1535,975,10
"3918",3918,7327,"11/24/2021","1/1/2021","11/20/2021","By Year","Tennessee","Male","85 years and over",794,3,6584,792,423,NA
"3921",3921,7334,"11/24/2021","1/1/2021","11/20/2021","By Year","Tennessee","Female","18-29 years",48,1,542,36,27,0
"3923",3923,7336,"11/24/2021","1/1/2021","11/20/2021","By Year","Tennessee","Female","30-39 years",146,2,1002,117,86,0
"3925",3925,7338,"11/24/2021","1/1/2021","11/20/2021","By Year","Tennessee","Female","40-49 years",318,2,1707,239,188,NA
"3927",3927,7340,"11/24/2021","1/1/2021","11/20/2021","By Year","Tennessee","Female","50-64 years",1270,4,6565,1116,785,NA
"3929",3929,7342,"11/24/2021","1/1/2021","11/20/2021","By Year","Tennessee","Female","65-74 years",1379,4,7936,1193,778,NA
"3930",3930,7343,"11/24/2021","1/1/2021","11/20/2021","By Year","Tennessee","Female","75-84 years",1274,4,9447,1164,669,12
"3931",3931,7344,"11/24/2021","1/1/2021","11/20/2021","By Year","Tennessee","Female","85 years and over",1123,4,10621,951,488,NA
"3933",3933,7364,"11/24/2021","1/1/2020","12/31/2020","By Year","Texas","Male","0-17 years",19,1,2123,33,NA,NA
"3935",3935,7368,"11/24/2021","1/1/2020","12/31/2020","By Year","Texas","Male","18-29 years",123,2,4119,134,50,NA
"3937",3937,7370,"11/24/2021","1/1/2020","12/31/2020","By Year","Texas","Male","30-39 years",361,2,4846,294,175,10
"3939",3939,7372,"11/24/2021","1/1/2020","12/31/2020","By Year","Texas","Male","40-49 years",1116,4,7611,822,534,19
"3941",3941,7374,"11/24/2021","1/1/2020","12/31/2020","By Year","Texas","Male","50-64 years",4403,4,29133,3787,2345,81
"3943",3943,7376,"11/24/2021","1/1/2020","12/31/2020","By Year","Texas","Male","65-74 years",5048,4,31382,4786,2922,65
"3944",3944,7377,"11/24/2021","1/1/2020","12/31/2020","By Year","Texas","Male","75-84 years",5002,4,31959,4856,2829,71
"3945",3945,7378,"11/24/2021","1/1/2020","12/31/2020","By Year","Texas","Male","85 years and over",3325,4,25290,3275,1731,35
"3947",3947,7381,"11/24/2021","1/1/2020","12/31/2020","By Year","Texas","Female","0-17 years",15,1,1478,24,NA,NA
"3949",3949,7385,"11/24/2021","1/1/2020","12/31/2020","By Year","Texas","Female","18-29 years",72,1,1464,67,32,NA
"3951",3951,7387,"11/24/2021","1/1/2020","12/31/2020","By Year","Texas","Female","30-39 years",198,2,2388,188,93,11
"3953",3953,7389,"11/24/2021","1/1/2020","12/31/2020","By Year","Texas","Female","40-49 years",540,3,4273,503,289,20
"3955",3955,7391,"11/24/2021","1/1/2020","12/31/2020","By Year","Texas","Female","50-64 years",2434,4,17749,2434,1373,72
"3957",3957,7393,"11/24/2021","1/1/2020","12/31/2020","By Year","Texas","Female","65-74 years",3203,4,22507,3158,1821,62
"3958",3958,7394,"11/24/2021","1/1/2020","12/31/2020","By Year","Texas","Female","75-84 years",3660,4,28887,3626,1999,56
"3959",3959,7395,"11/24/2021","1/1/2020","12/31/2020","By Year","Texas","Female","85 years and over",4023,4,38479,3680,1831,54
"3961",3961,7415,"11/24/2021","1/1/2021","11/20/2021","By Year","Texas","Male","0-17 years",33,1,1746,31,NA,0
"3964",3964,7419,"11/24/2021","1/1/2021","11/20/2021","By Year","Texas","Male","18-29 years",328,2,4037,211,177,NA
"3966",3966,7421,"11/24/2021","1/1/2021","11/20/2021","By Year","Texas","Male","30-39 years",1066,4,5365,749,621,0
"3968",3968,7423,"11/24/2021","1/1/2021","11/20/2021","By Year","Texas","Male","40-49 years",2415,4,8225,1685,1447,NA
"3970",3970,7425,"11/24/2021","1/1/2021","11/20/2021","By Year","Texas","Male","50-64 years",7179,4,28468,5412,4325,18
"3972",3972,7427,"11/24/2021","1/1/2021","11/20/2021","By Year","Texas","Male","65-74 years",6472,4,29571,5556,4060,16
"3973",3973,7428,"11/24/2021","1/1/2021","11/20/2021","By Year","Texas","Male","75-84 years",5283,4,27833,4749,3261,11
"3974",3974,7429,"11/24/2021","1/1/2021","11/20/2021","By Year","Texas","Male","85 years and over",3082,4,21021,2908,1813,NA
"3977",3977,7432,"11/24/2021","1/1/2021","11/20/2021","By Year","Texas","Female","0-17 years",28,1,1293,30,10,0
"3979",3979,7436,"11/24/2021","1/1/2021","11/20/2021","By Year","Texas","Female","18-29 years",235,2,1443,160,134,0
"3981",3981,7438,"11/24/2021","1/1/2021","11/20/2021","By Year","Texas","Female","30-39 years",612,3,2520,427,340,NA
"3983",3983,7440,"11/24/2021","1/1/2021","11/20/2021","By Year","Texas","Female","40-49 years",1275,4,4702,907,750,NA
"3985",3985,7442,"11/24/2021","1/1/2021","11/20/2021","By Year","Texas","Female","50-64 years",4243,4,17610,3423,2656,13
"3987",3987,7444,"11/24/2021","1/1/2021","11/20/2021","By Year","Texas","Female","65-74 years",4530,4,21769,3914,2865,15
"3988",3988,7445,"11/24/2021","1/1/2021","11/20/2021","By Year","Texas","Female","75-84 years",4155,4,26016,3766,2511,11
"3989",3989,7446,"11/24/2021","1/1/2021","11/20/2021","By Year","Texas","Female","85 years and over",3595,4,31703,3009,1753,11
"3993",3993,7470,"11/24/2021","1/1/2020","12/31/2020","By Year","Utah","Male","18-29 years",10,1,370,NA,NA,0
"3995",3995,7472,"11/24/2021","1/1/2020","12/31/2020","By Year","Utah","Male","30-39 years",20,1,480,17,NA,NA
"3997",3997,7474,"11/24/2021","1/1/2020","12/31/2020","By Year","Utah","Male","40-49 years",40,1,637,38,19,NA
"3999",3999,7476,"11/24/2021","1/1/2020","12/31/2020","By Year","Utah","Male","50-64 years",166,2,1935,169,81,11
"4001",4001,7478,"11/24/2021","1/1/2020","12/31/2020","By Year","Utah","Male","65-74 years",237,2,2364,244,124,NA
"4002",4002,7479,"11/24/2021","1/1/2020","12/31/2020","By Year","Utah","Male","75-84 years",284,2,2840,276,131,NA
"4003",4003,7480,"11/24/2021","1/1/2020","12/31/2020","By Year","Utah","Male","85 years and over",232,2,2842,210,79,NA
"4006",4006,7483,"11/24/2021","1/1/2020","12/31/2020","By Year","Utah","Female","0-17 years",0,1,191,NA,0,NA
"4010",4010,7491,"11/24/2021","1/1/2020","12/31/2020","By Year","Utah","Female","40-49 years",30,1,397,35,14,NA
"4012",4012,7493,"11/24/2021","1/1/2020","12/31/2020","By Year","Utah","Female","50-64 years",80,1,1282,110,34,NA
"4014",4014,7495,"11/24/2021","1/1/2020","12/31/2020","By Year","Utah","Female","65-74 years",136,2,1717,151,62,NA
"4015",4015,7496,"11/24/2021","1/1/2020","12/31/2020","By Year","Utah","Female","75-84 years",172,2,2668,190,66,NA
"4016",4016,7497,"11/24/2021","1/1/2020","12/31/2020","By Year","Utah","Female","85 years and over",237,2,3808,202,62,NA
"4019",4019,7517,"11/24/2021","1/1/2021","11/20/2021","By Year","Utah","Male","0-17 years",0,1,226,NA,0,NA
"4022",4022,7521,"11/24/2021","1/1/2021","11/20/2021","By Year","Utah","Male","18-29 years",25,1,374,12,NA,0
"4024",4024,7523,"11/24/2021","1/1/2021","11/20/2021","By Year","Utah","Male","30-39 years",46,1,476,34,28,0
"4026",4026,7525,"11/24/2021","1/1/2021","11/20/2021","By Year","Utah","Male","40-49 years",103,2,646,74,61,0
"4028",4028,7527,"11/24/2021","1/1/2021","11/20/2021","By Year","Utah","Male","50-64 years",303,2,1905,238,173,NA
"4030",4030,7529,"11/24/2021","1/1/2021","11/20/2021","By Year","Utah","Male","65-74 years",333,2,2140,283,203,NA
"4031",4031,7530,"11/24/2021","1/1/2021","11/20/2021","By Year","Utah","Male","75-84 years",268,2,2473,253,143,0
"4032",4032,7531,"11/24/2021","1/1/2021","11/20/2021","By Year","Utah","Male","85 years and over",226,2,2418,202,115,0
"4037",4037,7538,"11/24/2021","1/1/2021","11/20/2021","By Year","Utah","Female","18-29 years",10,1,137,NA,NA,0
"4039",4039,7540,"11/24/2021","1/1/2021","11/20/2021","By Year","Utah","Female","30-39 years",28,1,233,18,15,0
"4041",4041,7542,"11/24/2021","1/1/2021","11/20/2021","By Year","Utah","Female","40-49 years",63,1,437,40,30,0
"4043",4043,7544,"11/24/2021","1/1/2021","11/20/2021","By Year","Utah","Female","50-64 years",161,2,1252,131,77,0
"4045",4045,7546,"11/24/2021","1/1/2021","11/20/2021","By Year","Utah","Female","65-74 years",164,2,1623,147,93,0
"4046",4046,7547,"11/24/2021","1/1/2021","11/20/2021","By Year","Utah","Female","75-84 years",196,2,2307,196,99,NA
"4047",4047,7548,"11/24/2021","1/1/2021","11/20/2021","By Year","Utah","Female","85 years and over",171,2,3077,150,68,0
"4050",4050,7568,"11/24/2021","1/1/2020","12/31/2020","By Year","Vermont","Male","0-17 years",0,1,20,NA,0,0
"4054",4054,7572,"11/24/2021","1/1/2020","12/31/2020","By Year","Vermont","Male","18-29 years",0,1,54,0,0,0
"4056",4056,7580,"11/24/2021","1/1/2020","12/31/2020","By Year","Vermont","Male","65-74 years",15,1,691,33,NA,NA
"4057",4057,7581,"11/24/2021","1/1/2020","12/31/2020","By Year","Vermont","Male","75-84 years",26,1,807,52,NA,NA
"4058",4058,7582,"11/24/2021","1/1/2020","12/31/2020","By Year","Vermont","Male","85 years and over",22,1,841,59,10,NA
"4061",4061,7585,"11/24/2021","1/1/2020","12/31/2020","By Year","Vermont","Female","0-17 years",0,1,NA,0,0,0
"4065",4065,7589,"11/24/2021","1/1/2020","12/31/2020","By Year","Vermont","Female","18-29 years",0,1,28,0,0,0
"4067",4067,7598,"11/24/2021","1/1/2020","12/31/2020","By Year","Vermont","Female","75-84 years",21,1,713,36,NA,NA
"4068",4068,7599,"11/24/2021","1/1/2020","12/31/2020","By Year","Vermont","Female","85 years and over",42,1,1308,71,NA,NA
"4071",4071,7619,"11/24/2021","1/1/2021","11/20/2021","By Year","Vermont","Male","0-17 years",0,1,10,0,0,0
"4075",4075,7623,"11/24/2021","1/1/2021","11/20/2021","By Year","Vermont","Male","18-29 years",0,1,57,0,0,0
"4077",4077,7629,"11/24/2021","1/1/2021","11/20/2021","By Year","Vermont","Male","50-64 years",19,1,473,26,NA,0
"4079",4079,7631,"11/24/2021","1/1/2021","11/20/2021","By Year","Vermont","Male","65-74 years",14,1,575,31,NA,NA
"4080",4080,7632,"11/24/2021","1/1/2021","11/20/2021","By Year","Vermont","Male","75-84 years",27,1,695,47,16,0
"4081",4081,7633,"11/24/2021","1/1/2021","11/20/2021","By Year","Vermont","Male","85 years and over",45,1,768,46,14,0
"4084",4084,7636,"11/24/2021","1/1/2021","11/20/2021","By Year","Vermont","Female","0-17 years",0,1,10,0,0,0
"4088",4088,7642,"11/24/2021","1/1/2021","11/20/2021","By Year","Vermont","Female","30-39 years",0,1,34,NA,0,0
"4090",4090,7646,"11/24/2021","1/1/2021","11/20/2021","By Year","Vermont","Female","50-64 years",13,1,265,17,NA,0
"4092",4092,7648,"11/24/2021","1/1/2021","11/20/2021","By Year","Vermont","Female","65-74 years",16,1,451,20,NA,0
"4093",4093,7649,"11/24/2021","1/1/2021","11/20/2021","By Year","Vermont","Female","75-84 years",29,1,683,30,NA,0
"4094",4094,7650,"11/24/2021","1/1/2021","11/20/2021","By Year","Vermont","Female","85 years and over",50,1,1138,58,12,0
"4099",4099,7676,"11/24/2021","1/1/2020","12/31/2020","By Year","Virginia","Male","30-39 years",31,1,1385,27,10,NA
"4101",4101,7678,"11/24/2021","1/1/2020","12/31/2020","By Year","Virginia","Male","40-49 years",84,1,1864,83,40,NA
"4103",4103,7680,"11/24/2021","1/1/2020","12/31/2020","By Year","Virginia","Male","50-64 years",524,3,7980,510,248,20
"4105",4105,7682,"11/24/2021","1/1/2020","12/31/2020","By Year","Virginia","Male","65-74 years",748,3,9015,731,357,22
"4106",4106,7683,"11/24/2021","1/1/2020","12/31/2020","By Year","Virginia","Male","75-84 years",924,3,10131,883,409,16
"4107",4107,7684,"11/24/2021","1/1/2020","12/31/2020","By Year","Virginia","Male","85 years and over",853,3,8959,714,292,16
"4111",4111,7693,"11/24/2021","1/1/2020","12/31/2020","By Year","Virginia","Female","30-39 years",20,1,658,30,NA,NA
"4113",4113,7695,"11/24/2021","1/1/2020","12/31/2020","By Year","Virginia","Female","40-49 years",45,1,1162,47,14,NA
"4115",4115,7697,"11/24/2021","1/1/2020","12/31/2020","By Year","Virginia","Female","50-64 years",282,2,5182,355,134,19
"4117",4117,7699,"11/24/2021","1/1/2020","12/31/2020","By Year","Virginia","Female","65-74 years",516,3,6745,516,238,NA
"4118",4118,7700,"11/24/2021","1/1/2020","12/31/2020","By Year","Virginia","Female","75-84 years",796,3,9707,667,282,15
"4119",4119,7701,"11/24/2021","1/1/2020","12/31/2020","By Year","Virginia","Female","85 years and over",1320,4,14383,883,337,20
"4123",4123,7725,"11/24/2021","1/1/2021","11/20/2021","By Year","Virginia","Male","18-29 years",28,1,985,19,10,0
"4125",4125,7727,"11/24/2021","1/1/2021","11/20/2021","By Year","Virginia","Male","30-39 years",71,1,1280,53,34,0
"4127",4127,7729,"11/24/2021","1/1/2021","11/20/2021","By Year","Virginia","Male","40-49 years",198,2,1847,147,104,0
"4129",4129,7731,"11/24/2021","1/1/2021","11/20/2021","By Year","Virginia","Male","50-64 years",936,3,7483,684,477,NA
"4131",4131,7733,"11/24/2021","1/1/2021","11/20/2021","By Year","Virginia","Male","65-74 years",1052,4,8309,866,530,NA
"4132",4132,7734,"11/24/2021","1/1/2021","11/20/2021","By Year","Virginia","Male","75-84 years",1140,4,9198,961,561,NA
"4133",4133,7735,"11/24/2021","1/1/2021","11/20/2021","By Year","Virginia","Male","85 years and over",835,3,7677,726,376,NA
"4136",4136,7742,"11/24/2021","1/1/2021","11/20/2021","By Year","Virginia","Female","18-29 years",23,1,415,16,12,0
"4138",4138,7744,"11/24/2021","1/1/2021","11/20/2021","By Year","Virginia","Female","30-39 years",69,1,654,49,31,0
"4140",4140,7746,"11/24/2021","1/1/2021","11/20/2021","By Year","Virginia","Female","40-49 years",139,2,1114,106,80,NA
"4142",4142,7748,"11/24/2021","1/1/2021","11/20/2021","By Year","Virginia","Female","50-64 years",623,3,4747,528,349,0
"4144",4144,7750,"11/24/2021","1/1/2021","11/20/2021","By Year","Virginia","Female","65-74 years",860,3,6519,695,446,0
"4145",4145,7751,"11/24/2021","1/1/2021","11/20/2021","By Year","Virginia","Female","75-84 years",914,3,8592,722,435,NA
"4146",4146,7752,"11/24/2021","1/1/2021","11/20/2021","By Year","Virginia","Female","85 years and over",1201,4,12123,769,409,NA
"4149",4149,7772,"11/24/2021","1/1/2020","12/31/2020","By Year","Washington","Male","0-17 years",0,1,364,NA,0,NA
"4152",4152,7776,"11/24/2021","1/1/2020","12/31/2020","By Year","Washington","Male","18-29 years",10,1,891,20,NA,NA
"4154",4154,7778,"11/24/2021","1/1/2020","12/31/2020","By Year","Washington","Male","30-39 years",23,1,1035,37,14,NA
"4156",4156,7780,"11/24/2021","1/1/2020","12/31/2020","By Year","Washington","Male","40-49 years",56,1,1429,83,30,NA
"4158",4158,7782,"11/24/2021","1/1/2020","12/31/2020","By Year","Washington","Male","50-64 years",301,2,6057,463,190,24
"4160",4160,7784,"11/24/2021","1/1/2020","12/31/2020","By Year","Washington","Male","65-74 years",453,2,7426,723,263,26
"4161",4161,7785,"11/24/2021","1/1/2020","12/31/2020","By Year","Washington","Male","75-84 years",562,3,8083,758,320,14
"4162",4162,7786,"11/24/2021","1/1/2020","12/31/2020","By Year","Washington","Male","85 years and over",595,3,7802,723,305,14
"4166",4166,7795,"11/24/2021","1/1/2020","12/31/2020","By Year","Washington","Female","30-39 years",12,1,501,22,NA,NA
"4168",4168,7797,"11/24/2021","1/1/2020","12/31/2020","By Year","Washington","Female","40-49 years",25,1,833,50,18,NA
"4170",4170,7799,"11/24/2021","1/1/2020","12/31/2020","By Year","Washington","Female","50-64 years",162,2,3890,333,92,13
"4172",4172,7801,"11/24/2021","1/1/2020","12/31/2020","By Year","Washington","Female","65-74 years",303,2,5386,455,184,10
"4173",4173,7802,"11/24/2021","1/1/2020","12/31/2020","By Year","Washington","Female","75-84 years",461,2,7150,577,251,19
"4174",4174,7803,"11/24/2021","1/1/2020","12/31/2020","By Year","Washington","Female","85 years and over",733,3,11610,811,295,14
"4177",4177,7827,"11/24/2021","1/1/2021","11/20/2021","By Year","Washington","Male","18-29 years",28,1,847,34,21,0
"4179",4179,7829,"11/24/2021","1/1/2021","11/20/2021","By Year","Washington","Male","30-39 years",76,1,1115,77,60,0
"4181",4181,7831,"11/24/2021","1/1/2021","11/20/2021","By Year","Washington","Male","40-49 years",191,2,1523,182,143,0
"4183",4183,7833,"11/24/2021","1/1/2021","11/20/2021","By Year","Washington","Male","50-64 years",698,3,5840,730,507,0
"4185",4185,7835,"11/24/2021","1/1/2021","11/20/2021","By Year","Washington","Male","65-74 years",772,3,7215,891,567,NA
"4186",4186,7836,"11/24/2021","1/1/2021","11/20/2021","By Year","Washington","Male","75-84 years",706,3,7488,799,487,0
"4187",4187,7837,"11/24/2021","1/1/2021","11/20/2021","By Year","Washington","Male","85 years and over",514,3,6857,624,302,0
"4192",4192,7846,"11/24/2021","1/1/2021","11/20/2021","By Year","Washington","Female","30-39 years",52,1,499,42,35,0
"4194",4194,7848,"11/24/2021","1/1/2021","11/20/2021","By Year","Washington","Female","40-49 years",99,1,880,83,57,0
"4196",4196,7850,"11/24/2021","1/1/2021","11/20/2021","By Year","Washington","Female","50-64 years",402,2,3730,434,294,0
"4198",4198,7852,"11/24/2021","1/1/2021","11/20/2021","By Year","Washington","Female","65-74 years",487,2,5157,556,346,NA
"4199",4199,7853,"11/24/2021","1/1/2021","11/20/2021","By Year","Washington","Female","75-84 years",480,2,6588,567,314,0
"4200",4200,7854,"11/24/2021","1/1/2021","11/20/2021","By Year","Washington","Female","85 years and over",628,3,10043,642,337,0
"4205",4205,7880,"11/24/2021","1/1/2020","12/31/2020","By Year","West Virginia","Male","30-39 years",0,1,535,NA,0,NA
"4206",4206,7882,"11/24/2021","1/1/2020","12/31/2020","By Year","West Virginia","Male","40-49 years",15,1,806,41,NA,NA
"4208",4208,7884,"11/24/2021","1/1/2020","12/31/2020","By Year","West Virginia","Male","50-64 years",93,1,2753,178,43,NA
"4210",4210,7886,"11/24/2021","1/1/2020","12/31/2020","By Year","West Virginia","Male","65-74 years",207,2,3265,327,104,NA
"4211",4211,7887,"11/24/2021","1/1/2020","12/31/2020","By Year","West Virginia","Male","75-84 years",274,2,3445,389,143,NA
"4212",4212,7888,"11/24/2021","1/1/2020","12/31/2020","By Year","West Virginia","Male","85 years and over",195,2,2430,242,80,NA
"4215",4215,7891,"11/24/2021","1/1/2020","12/31/2020","By Year","West Virginia","Female","0-17 years",0,1,82,NA,0,NA
"4219",4219,7899,"11/24/2021","1/1/2020","12/31/2020","By Year","West Virginia","Female","40-49 years",11,1,424,29,NA,NA
"4221",4221,7901,"11/24/2021","1/1/2020","12/31/2020","By Year","West Virginia","Female","50-64 years",67,1,1783,167,28,NA
"4223",4223,7903,"11/24/2021","1/1/2020","12/31/2020","By Year","West Virginia","Female","65-74 years",161,2,2315,219,74,NA
"4224",4224,7904,"11/24/2021","1/1/2020","12/31/2020","By Year","West Virginia","Female","75-84 years",221,2,3094,289,104,NA
"4225",4225,7905,"11/24/2021","1/1/2020","12/31/2020","By Year","West Virginia","Female","85 years and over",308,2,3899,307,92,NA
